C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
749,Customer#000000749,U1Dvu0r793a,24,341586979591,7491,MACHINERY,"accounts was. final, final requests wake. theodolites was slyly. blithely even foxes wake carefully ac"
750,Customer#000000750,5OyNRajjgjjbaXtI rkxvB2lX4c6u,8,182355871274,270,BUILDING,"s. regular, regular deposits sleep carefully blithely bol"
751,Customer#000000751,e OSrreG6sx7l1t3wAg8u11DWk D 9,0,106585502257,2131,FURNITURE,ges sleep furiously bold deposits. furiously regular requests cajole slyly. unusual accounts nag unusual ide
752,Customer#000000752,KtdEacPUecPdPLt99kwZrnH9oIxUxpw,8,189249936038,8364,MACHINERY,"mong the ironic, final waters. regular deposits above the fluffily ironic instructions"
753,Customer#000000753,9k2PLlDRbMq4oSvW5Hh7Ak5iRDH,17,278171263646,8114,HOUSEHOLD,"cies. deposits snooze. final, regular excuses wake furiously about the furiously final foxes. dependencies"
754,Customer#000000754,8r5wwhhlL9MkAxOhRK,0,106465955871,0,BUILDING,er regular accounts against the furiously unusual somas sleep carefull
755,Customer#000000755,F2YYbRT2EV,16,263952472207,7632,HOUSEHOLD,xpress instructions breach; pending request
756,Customer#000000756,Lv7cG by4Wyd8Hzmumwp8hSIZg9,14,242672987503,8117,AUTOMOBILE,"ly unusual deposits. fluffily express deposits nag blithely above the silent, even instructions. expr"
757,Customer#000000757,VFnouow3LhLvEDy,3,137044082991,9335,AUTOMOBILE,riously furiously unusual asymptotes. slyly
758,Customer#000000758,8fJLXfS5Zup0GQ3xBKL3eAC Q,17,271757999168,6352,HOUSEHOLD,eposits. blithely unusual deposits affix care
759,Customer#000000759,"IX1uj4NFhOmu0V xDtiYzHVzWfi8bl,5EHtJ",1,117318061019,3478,FURNITURE,"above the quickly pending requests nag final, ex"
760,Customer#000000760,jp8DYJ7GPQSDQC,2,121761163113,2883,BUILDING,uriously alongside of the ironic deposits. slyly thin pinto beans a
761,Customer#000000761,oObRVLlulGS5xikRk8La,19,298356314258,1526,BUILDING,ress Tiresias haggle across the never ironic ideas. blithely pending theodolites cajole ironically
762,Customer#000000762,"n5QsjD,gTSrdNRoRpvWqS",11,217574557898,3765,FURNITURE,sublate carefully carefully regular deposits. bold foxes along the gifts nag
763,Customer#000000763,ACMrkbcf3a2J3aobVEmU5hGnHuc,1,112327193610,2650,BUILDING,ironic asymptotes are. slyly bold realms alongside of the fluffily specia
764,Customer#000000764,F8WBznjtO2bX2knXl4ghnsp ixWylkf,16,267143224800,2061,MACHINERY,tructions. quick theodolites kindle
765,Customer#000000765,b7w2edOUZNe0QX 3Ab3y5RFlMZX,20,305446577473,5683,AUTOMOBILE,ter the blithely regular foxes. slyly bold packages use bl
766,Customer#000000766,zGTH6uWKoQxIE,16,262838478946,4678,BUILDING,ly special deposits boost blithely above the slyly ruthless ideas. carefully bold asymptotes unwind about the e
767,Customer#000000767,"9f3 XsYXdvP0E39ZBi7r7oRCns3PTx,H",17,275261433959,7647,BUILDING,ngly express dolphins boost carefu
768,Customer#000000768,",cIZ,06Kg",18,288514938588,9619,BUILDING,to cajole blithely express asymptotes. foxes use quickly. carefully special ideas could have to are bravely bl
769,Customer#000000769,0eGzsjpDFsN0,5,151026354835,5951,HOUSEHOLD,ggle slyly pinto beans. furiously even excuses above the
770,Customer#000000770,IjwJR6TjBJZbKIeouH2d,8,188561125677,2067,AUTOMOBILE,"dolites haggle express, express requests. furiou"
771,Customer#000000771,"J9UMiYJznHVHZDuCG,ErV0iiMStETS",23,337613714753,7462,AUTOMOBILE,"arefully unusual accounts shall boost unusual pinto beans. ironic, final ideas boost. slyly i"
772,Customer#000000772,TBxlR0AAHeSYl0vyK 8joF,20,304056144887,7555,MACHINERY,"ular requests. final ideas sleep. regular, even platelets could haggle blithely bol"
773,Customer#000000773,NyRSeog kIkD7YOb0EuSfSGxfptN5nkX26Mk6,8,184563773723,4578,FURNITURE,hely silent ideas could doubt carefully al
774,Customer#000000774,95 O8gd08tdtmJwM0ebHUnDc,11,214636526686,0,HOUSEHOLD,nd the bold platelets affix furiously doggedly express accounts. carefully unusual deposits serve furiousl
775,Customer#000000775,Cg3M4gTXeIY7llMN2puop7D2,17,279039367924,1377,BUILDING,"ts. blithely regular requests upon the ironic, final courts haggle sly, regular deposits. final requests"
776,Customer#000000776,"rzhIStRHsiWoc6K,7yv3YMqVdrz",15,259416508313,2669,AUTOMOBILE,express accounts. furiously ironic theodolites serve blithely. blithely thin packages are among the eve
777,Customer#000000777,27adTXaVp7araW,20,307651639750,9098,AUTOMOBILE,pinto beans; furiously special platelets haggle quickly against the slyly unusual foxes.
778,Customer#000000778,tCuRA2W9y5iiGrcT7a4TzK,23,337021793134,52,MACHINERY,"hely ironic instructions. regular, ironic requests affix along the carefully"
779,Customer#000000779,"2cTZiS4ulZ74edT,RmDnh4ZaCrphMMh Ff2",5,159404835702,0,HOUSEHOLD,old dependencies. pains haggle fluffily carefull
780,Customer#000000780,CMxcdzgEUkCWP1,8,188445767345,9874,FURNITURE,", final packages use slyly regular deposits. slyly ironic instructions nag careful"
781,Customer#000000781,"FQCAkyfV0 kL3,FNA1OlBjABak",18,284783885881,6404,MACHINERY,ake blithely blithely final foxes. blithely silent pinto beans haggle furiously. fluffily bold acco
782,Customer#000000782,HFuyemzqz0g QhkL,19,298505767450,0,AUTOMOBILE,usly bold deposits-- furiously ironic accoun
783,Customer#000000783,01bR7OOM6zPqo29DpAq,1,119202568525,2436,FURNITURE,slyly carefully pending packages; doggedly bold theodolites boost slyly slyly dogged excuses: slyly expr
784,Customer#000000784,"evcGXqbosO6,qhx",14,249755742063,3170,BUILDING,cajole quickly. ironic dependencies wake quickly. silent ideas use furiously
785,Customer#000000785,gEkI8kSq8RYgO6tiTA0AB7urZX8s2w03JGwtMi9,18,288086702983,108,BUILDING,"nal theodolites. dogged, ironic deposits wake carefully. slyly regular requests after the furiously ironic"
786,Customer#000000786,"viZtkiJ gbMcPrINM3Ez,33vOJW",13,234133652022,400,MACHINERY,ccording to the regular deposits. carefully final packages run. slyly final deposits h
787,Customer#000000787,wwPe2vMZZ1n1Mm2z0qzDfS43FPj2Ndn,10,202106173870,212,AUTOMOBILE,e. ironic theodolites serve regular foxes. pending requests haggle slyly busy instruct
788,Customer#000000788,LbFHoDpNUSu3AyDS7KLgjoQBJV,16,263886899272,0,FURNITURE,. unusual packages against the
789,Customer#000000789,DW0NMV Ci5V2bnsX0Al98plG1J0QZqNwcjEVW,9,191765174263,6039,BUILDING,as. quickly special courts integrate slowly final accounts. ironic packages are slyly about th
790,Customer#000000790,CR bzmYYVP,0,103688329671,2725,BUILDING,riously final requests haggle to the blithely special requests. blithely pending gifts after the carefully silent id
791,Customer#000000791,3ZWQ5xexnnLDEmxpmbg,13,235757754059,3695,HOUSEHOLD,posits cajole carefully along the slyly final packages
792,Customer#000000792,"icVt7HjGs,p3YL3nr1MHgaQIY5Gmzej57nB,b",7,173925004370,1672,AUTOMOBILE,latelets along the carefully even packages cajole blithely packages-- even pinto beans haggle
793,Customer#000000793,"SltK1IMp2Xvwb,A0x3Co1uhcwr",0,104049539048,2073,BUILDING,uickly silent foxes use after the
794,Customer#000000794,RMY8 LyGnJ67NGc5cxPYiIDSF,23,336334705945,1710,FURNITURE,gular patterns cajole slyly blithely final ideas? furiously unusual courts wake among
795,Customer#000000795,droXvSIcNEElsEYS,14,249739906608,8443,HOUSEHOLD,packages cajole furiously since the slyly
796,Customer#000000796,79bj5Rk3jJj9ked7M,3,135544116773,2584,HOUSEHOLD,re slyly even deposits. pending pac
797,Customer#000000797,bdGkzA5duas6LZ1ywB96K6Av3x 99q95h,0,109946097082,3063,HOUSEHOLD,"iously regular packages mold fluffily. express, idle accounts nag furiously across the carefully ironic req"
798,Customer#000000798,wW2OgnHj6dBz tO9OXFqCLm,4,146704237529,0,HOUSEHOLD,"sleep slyly ironic, express ideas. slyly special packag"
799,Customer#000000799,LVk8ljWeIYTQQFMKCmxEeRpWQT,12,229096937833,2263,MACHINERY,ets haggle. busily final packages nag carefully after the bo
800,Customer#000000800,"mpI6pkdnWLZsBbQi4,uUC5Y3TcM9vmRIgZelrQ",14,245556302261,9443,AUTOMOBILE,ly alongside of the carefully ironic deposits. blithely ironic packages are blithely agains
801,Customer#000000801,UQ67hfDJlxgX68hiFPmDuHav12Vx,16,264394958236,5207,FURNITURE,sits wake blithely according to the slyly un
802,Customer#000000802,ZDk4Suvi8gMp2LLAOW6nFA 3u,0,106062365778,1378,BUILDING,the carefully even pinto beans. carefully unusual pinto beans against the asymptotes cajol
803,Customer#000000803,zm7Xs6RJJJfZ,18,288554299109,6003,BUILDING,. blithely special instructions
804,Customer#000000804,"u6xYwCLD,Vd4ODt8",24,348617604796,3,AUTOMOBILE,usly. final accounts integrate slyly above the furiously sly pinto beans. furiously unusual ideas
805,Customer#000000805,"wCKx5zcHvwpSffyc9qfi9dvqcm9LT,cLAG",10,207329895653,512,BUILDING,busy sentiments. pending packages haggle among the express requests-- slyly regular excuses above the slyl
806,Customer#000000806,FTM62Dujm2BoblKFY w,12,228888832475,6859,FURNITURE,the carefully regular accounts breach above
807,Customer#000000807,zKjtrn5FGIs,17,273337795333,1930,MACHINERY,y final patterns? carefully pendi
808,Customer#000000808,S2WkSKCGtnbhcFOp6MWcuB3rzFlFemVNrg,19,295313197726,5562,BUILDING,unusual deposits. furiously even packages against the furiously even ac
809,Customer#000000809,eApaa5hW3Mqp11ZuOP,16,267762235427,0,HOUSEHOLD,ackages. quickly unusual dugouts c
810,Customer#000000810,3J1wwVhwzVT7XM1v3Rzx90a8c4,9,199979292765,9633,FURNITURE,ep pending deposits. quickly bold accounts are carefully instructions. ruth
811,Customer#000000811,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,15,255757312159,9010,BUILDING,kly pending foxes dazzle fluffily after the furiously bold packages. fluffy
812,Customer#000000812,"u9uI3BE68quHja6k0,UXRYFgvLHl3jKhn",17,277146182239,3429,BUILDING,ar packages. packages thrash amo
813,Customer#000000813,VBNrCYm67O,9,195851731514,5673,HOUSEHOLD,ts cajole silently bold pinto be
814,Customer#000000814,KmMC1nd5iOXTRlhzMu13Wtx,15,253422693824,4011,BUILDING,yly at the blithely regular excuses. carefully thin pinto beans boost slyly furiously regu
815,Customer#000000815,TmpTFwt3b0 WQUmljE1LKbg50dtQszn67qEog,12,229416067227,5841,HOUSEHOLD,"unusual accounts. slyly ironic pinto beans nag against the regular, regular requests. slyly p"
816,Customer#000000816,k2dnnQZowe,24,344579107430,9239,BUILDING,accounts cajole slyly quickly express platelets. carefully silent theodolites wake carefully. pe
817,Customer#000000817,"jDJt0Wfk0,Wcx5HOI5itS XqUJmMpjzJ",0,105663414382,7298,MACHINERY,y against the carefully special patterns. unusual accounts sleep quickly final instructions.
818,Customer#000000818,CvQvKClYoh9lPjMngrjbCoxqqnp2QFiTe8eF,20,309431415174,0,BUILDING,"yly. blithely final platelets haggle regular, regular ideas: furiously r"
819,Customer#000000819,"cug3zDy qHUaZMQNEtYlWK3R,mGrid4Of",12,224249901743,2152,MACHINERY,y final accounts sleep slyly express ideas. carefully express foxes sleep. carefully stealthy pin
820,Customer#000000820,xsYy3Nu7RhNYyBqL8dD0fONh,4,149933685047,0,AUTOMOBILE,"g, final ideas. slyly ironic packages dazz"
821,Customer#000000821,PVdTfF7cfPueJS0MBncE5v4bKfPV64Zg,5,159014602033,2691,FURNITURE,wake carefully. slyly express deposits wake furiously among the fluffily final deposits. pa
822,Customer#000000822,"ZoRr18ZiDTtkRduo6PO60gNRg,b46zOe QdS8B",13,234108011644,736,BUILDING,ding dependencies hang alongs
823,Customer#000000823,HuoOuJLxx7S8YDQhexfmIX,0,101094305638,739,AUTOMOBILE,l requests are against the slyly ironic pinto beans. blithely unusual packages wake alongsid
824,Customer#000000824,"qHxq5m g6Ug,SDq7R17",18,284541245859,6840,AUTOMOBILE,ffily unusual packages. furiously final ideas
825,Customer#000000825,"L8P98o,xq9E78kmuadw,Z7Rwy",10,204928631129,1809,HOUSEHOLD,"busy deposits. careful, bold foxes eat furiously according to the final as"
826,Customer#000000826,f5Y UZoE nR,13,237623287631,8938,BUILDING,"usly final dinos. final depths wake slyly across the final, bold requests. bl"
827,Customer#000000827,fmmKD8aBlF9bFndkYf402cHVrUj8FhGZtHeL,14,241963436537,5411,HOUSEHOLD,om the carefully even requests are slowly along the regular
828,Customer#000000828,"0PkG ELwBIgU4AsNcjDc5Q,9Gj",23,331086804317,7060,BUILDING,cial instructions. accounts nod special accounts. slowly even deposits belie
829,Customer#000000829,"4oht3f64ZWA1,ACbBP9DNxjjG1CbIqOCK",8,184047076095,4087,MACHINERY,"deposits cajole slyly ironic, express packages. asymptotes cajole ruthlessly"
830,Customer#000000830,4fNmWCmfys1jUI,23,334085486806,7776,AUTOMOBILE,ironic packages integrate alo
831,Customer#000000831,1DyQwHuUncB7BSnQUiW8ksexb,20,304955915384,3401,AUTOMOBILE,c instructions. fluffily bold requests are furiously quickly ironic deposits. carefully
832,Customer#000000832,eNIy9PatAWlh0,19,292648648387,0,HOUSEHOLD,the special ideas. finally ironic accounts doubt. slyly regular ideas
833,Customer#000000833,"t3qDCo,Yh MZcJFV6PibeY,MUunz",6,166243074875,0,FURNITURE,uickly final orbits across the blithely express accounts integrate furiously among the final sheaves. blithe
834,Customer#000000834,"y4mA, TY6DW4gAY",14,246378037812,0,MACHINERY,regular dolphins. furiously careful ideas eat beyond the bravely regular packages. slyly unusual deposi
835,Customer#000000835,Sjqs42jh111,21,317002426347,2107,BUILDING,"gside of the furiously final packages wake quiet, permanent accounts. unusual packages into the unusual, ironic req"
836,Customer#000000836,rayz3tXswDbL4hyIr5SMrEIOTqvmok48e,12,221813136281,9185,FURNITURE,press deposits-- fluffily express accounts cajole carefully according to the daringly even deposits-- furi
837,Customer#000000837,mMNC8wjT5aC655e3,9,195727308324,2701,BUILDING,"he bold, pending theodolites. special, bold accounts haggle. blithely regular ideas nag fluffily regular packages"
838,Customer#000000838,BxDlz44b56kXjsTpl,5,159191927197,1606,AUTOMOBILE,elets. never express accounts haggle slyly. depths along the requests haggle bl
839,Customer#000000839,Ch8 wZk5UKK45BSq1uZLJL0Z A8UUoms,22,324358257973,2925,HOUSEHOLD,close accounts. unusual pinto beans sleep quickly slyly bold instructions. blithely unusu
840,Customer#000000840,9wA4l70okCEW3GnYQvlIAXetDgD50l,22,328021561748,6799,AUTOMOBILE,usly according to the slyly regular pinto beans. blithely regula
841,Customer#000000841,pSISKRxFIgVasW71fLyaEuODHZQLBfd6E c7jo,9,195566959964,884,FURNITURE,ly. slyly special instructions wake. carefully even accounts sleep quickly slyly silent deposits. s
842,Customer#000000842,stRBRwdFCkdN,0,102721261413,8635,FURNITURE,"silent pinto beans. bold, pending platelets sleep furiously express theodolites. fluffily express reque"
843,Customer#000000843,OEJ7AElvHgEtDpjcrXgLK,14,249795847928,676,HOUSEHOLD,ronic somas. accounts was among the carefully unusual requests. unusual pinto beans are blithely regular depths. s
844,Customer#000000844,1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU,11,212854104046,2955,BUILDING,"ymptotes. ironic, unusual notornis wake after the ironic, special deposits. blithely fina"
845,Customer#000000845,fIq5p0GpDtw6FIsPMdbqNYgfSw3gL9ep,13,231258719246,6899,AUTOMOBILE,deposits above the deposits wake bold instructions. special accounts cajole. ideas along the regu
846,Customer#000000846,EWQcGkx0CU5ZGUNcTV9bBCQ4qnuKsHC,18,287667149136,7651,MACHINERY,"s. quickly thin requests against the ironic, bold requests haggle above the final foxe"
847,Customer#000000847,oR9VbMI LkR2GUv4MRmylhb,23,336454473944,4822,HOUSEHOLD,"haggle carefully. pending, bold foxes play carefully ironic frets: slyly unusual ins"
848,Customer#000000848,a nIm5Bk7 RMqMZ6,15,256557147125,5686,BUILDING,st furiously blithely pending packages. deposits across the
849,Customer#000000849,"kqRGW2JQtTM,a6 DzJMgcU9U",24,347187987751,9671,MACHINERY,ly silent ideas. fluffily even packages boost carefully fur
850,Customer#000000850,GdhPVh9rkPqSt v17ZuxIlx8c1N8G,22,325462034000,7577,FURNITURE,ly ironic accounts whithout the regular waters are blithely abo
851,Customer#000000851,H9HRTaOz4yI9elrUUiS,9,196788439850,1144,FURNITURE,cross the final packages. blithely ironic excuses serve slyly about the final accounts. fluffily
852,Customer#000000852,"fR1Cq8d6m,zJwS3FFrOBV7u",5,152529416247,1099,AUTOMOBILE,"unts thrash quickly through the express, regular theodolites."
853,Customer#000000853,U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k,2,128691613468,0,MACHINERY,yly special deposits wake alongside of
854,Customer#000000854,"flSR,SlEXwxrDcm3uedfK1Oiq,c9mZI",0,105449672382,3394,AUTOMOBILE,t slyly after the furiously even escapades. carefully regular pa
855,Customer#000000855,i8mS 0Plk2tI8HG1Mnzj8v5RIl5JqmwTSW2Wq,1,113793922701,3550,BUILDING,"s. carefully final deposits detect furiously slyly even packages. final, special accounts eat along"
856,Customer#000000856,X4U7LH4YtDzephie,15,253363169641,6989,FURNITURE,y bold pinto beans according to the pending foxes
857,Customer#000000857,TFCCMlSEyrItYvEZy068NhrUxJz,5,158566493113,7537,AUTOMOBILE,g to the deposits cajole furiously final deposits. furiously silent dependencies agains
858,Customer#000000858,"8qSqHq,Fc378KIPPbTNmaL 0bpAwO",8,185094538977,0,BUILDING,", special accounts. ironic, pending requests might cajole flu"
859,Customer#000000859,yp6dlWnpbzQboP5Xj8W,17,273791354463,6737,BUILDING,uffy foxes boost about the eve
860,Customer#000000860,t0GtEsh39KvInVMH7CDn0xi,12,228953191388,6837,BUILDING,deposits above the blithe requests maintain furiously slyly even packages. slyly regular requests boost. blith
861,Customer#000000861,GvlCZ4fJYbHTOTYczE1iH2k6K9edUyNxWZsl6x,14,249397345650,0,BUILDING,arefully regular requests unwind slyly
862,Customer#000000862,"zkaZ,iOp8t9MBK9T,JIPGL5hmBmK,xjkjHEP",2,124794796941,2339,MACHINERY,yly regular foxes sleep. quickly ironic foxes use furiously express deposits! carefully regular
863,Customer#000000863,oaBBxuQLKPawG1yqOc7cyVhOezCy,3,138013925922,5275,AUTOMOBILE,d accounts detect. bold pinto beans against the slyly ironic
864,Customer#000000864,"lKcUKtfu0myNF5msATCFVHHXfMg3,cdb",12,228979666672,8933,AUTOMOBILE,instructions detect slyly. never pending dependencies use slyly enticing accounts. slowl
865,Customer#000000865,UIv4t5cbA7j1ftOSatj2EKah3p,9,192451531471,3016,BUILDING,"nic deposits print blithely slyly final accounts. special, express accounts are fluffily a"
866,Customer#000000866,"u,b0GdP7dZg",20,304362857224,6266,FURNITURE,ts. bravely express pinto beans after the blithely bold requests x-ray busy orbits. furiously pending
867,Customer#000000867,KmET9DxfPVs15pIUUWQ,14,245221944543,5680,FURNITURE,t according to the careful packages. regular
868,Customer#000000868,cFG8Fa5h1e uvHJ9pgZAO,22,328504213334,7616,FURNITURE,the requests. regular dinos at the even requests use furiously around the sheaves. slyly final theodolites bo
869,Customer#000000869,"PDGU7BXDNXAo0vmo7QtDm,yCMVcD",2,123793447132,1228,HOUSEHOLD,. final packages wake slyly? blithely even deposits haggle carefully regular packages. unusual requests
870,Customer#000000870,6wGPZX1SbXLGtweqx8jK,2,129535325903,1971,BUILDING,"es cajole slyly. furiously even asymptotes are furiously regular packages. special, final ideas s"
871,Customer#000000871,KcLmBKitbx7NvU7bpu9clIyccxWG,20,309337148982,0,HOUSEHOLD,ts. blithely silent courts doze. regular atta
872,Customer#000000872,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",17,273571397164,0,BUILDING,detect. packages wake slyly express foxes. even deposits ru
873,Customer#000000873,XFnr9C2bANXL,6,163753855712,0,AUTOMOBILE,"lithely ironic, silent forges. furious"
874,Customer#000000874,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,0,108864944217,5392,AUTOMOBILE,st the deposits. furiously even requests cajole slyly. bol
875,Customer#000000875,8pQ4YUYox0d,3,131468105423,0,FURNITURE,ar theodolites snooze slyly. furiously express packages cajole blithely around the carefully r
876,Customer#000000876,"NMzgtdV zCuRIMK0vV,DP9ynDd6Z9X3T",20,303204813076,4368,MACHINERY,ronic requests haggle blithely. slowly ironic ideas against the fluffily
877,Customer#000000877,uYO2BKogrHcOcHEgzjlmZAa1QYyR45i8,16,264009127812,1755,MACHINERY,packages cajole carefully. slyly regular pinto beans bo
878,Customer#000000878,"hUCH2juGwk4OtThyY8p35Hi0,IfOGA",15,254651809022,8782,FURNITURE,the quickly pending deposits cajole care
879,Customer#000000879,EJcG18hFrS0SPT0yvl1b,2,128784666505,2235,HOUSEHOLD,ntegrate by the carefully special requests. dolphins sleep e
880,Customer#000000880,"ogwHmUUFa1QB69pAoYAAoB0rjbdsVpAQ552e5Q,",8,187639908618,0,FURNITURE,regular requests. regular deposits ar
881,Customer#000000881,XJ94RTR2oXI omeh,4,141272617876,2142,FURNITURE,pinto beans. asymptotes about the slowly even theodolites are pending requests
882,Customer#000000882,hsKaXwHCLD,2,124378426799,1650,HOUSEHOLD,ts. quickly regular packages alongside of the furiously silent theodolites nag slyly after
883,Customer#000000883,qVQ8rWNU5KZYDcS,3,135262396950,480,FURNITURE,"uctions are carefully across the regular, regular asymptote"
884,Customer#000000884,5KyisO0Tv9ZtlJhzyI7vAe88,21,314834896172,1602,FURNITURE,"among the quickly express theodolites. accounts sleep furiously along the special, pending depende"
885,Customer#000000885,nNUbC73nPBCKLg0,5,158744714903,0,HOUSEHOLD,sits impress regular deposits. slyly silent excuses grow
886,Customer#000000886,QOTGbGPJjNPD7IrfAILA1da,12,227716917229,1194,AUTOMOBILE,"slyly even foxes according to the pending, special accounts use carefully against the courts. regular,"
887,Customer#000000887,CoInl1fmf5MjYn15AdA,1,111366518293,7009,MACHINERY,ording to the fluffily regular foxes nag fluffily instructions. thinly careful accounts around the furio
888,Customer#000000888,3vlJp0W8cniEXV,12,228554551154,6358,HOUSEHOLD,"sleep carefully quick pinto beans. packages hinder beneath the instructions? ironic, unusual theodoli"
889,Customer#000000889,pLvfd7drswfAcH8oh2seEct,13,236253696714,3635,FURNITURE,inal ideas. slowly pending frays are. fluff
890,Customer#000000890,"rvsLCrRX9z,IPaaF9kqwvLLxueobbPiH4pz",4,149387084678,3329,BUILDING,ironic accounts cajole ruthlessly above the carefully pending accounts. quickly regular theodolites cajole. iro
891,Customer#000000891,"AW0m6YSpe,BNPHvBj",11,214399587518,6032,FURNITURE,sits. final foxes run. quickly pendin
892,Customer#000000892,N KwiRAwIk6KL9WJ6vt0G,9,195897841249,4800,FURNITURE,ses are carefully. quickly regular theodolites cajole. carefully express accounts wake sly
893,Customer#000000893,W6m7LofOZoik72ku,13,238277246816,8251,BUILDING,"ets. ironic instructions nag even, regular courts. slyly iro"
894,Customer#000000894,5y7m8Ts4kDf,16,268446791540,4483,AUTOMOBILE,carefully regular accounts sleep carefully slyly ironic dependencies. blithely ironic accounts wa
895,Customer#000000895,MDaJr8ekGTS79bS7CH8f1WgWPU,0,109338192037,904,AUTOMOBILE,ggle final packages. slyly regular instructions affix fur
896,Customer#000000896,Tu1ZBNgiSEL9Ns,0,104255653199,7660,AUTOMOBILE,affix carefully unusual requests. furiously fin
897,Customer#000000897,nW1X1Hl9uWycuBEu3F3,6,169887764568,1999,MACHINERY,"riously regular ideas sleep into the final, unusual"
898,Customer#000000898,"JrvrIEzAre,VJzJCi3SEmib1T2,YVXVvOGxaVZwR",3,132657384361,8137,AUTOMOBILE,s haggle around the special dependencies. slyly regular requests are according to the idly sly ideas! fluffily final
899,Customer#000000899,Th5XO5ImeCe9nHFQfQMCkNcmf5WHSeYQaR5TJ,2,125945349654,8606,FURNITURE,"rding to the furiously unusual accounts. express, express accounts nag furiously. ide"
900,Customer#000000900,"kEhE1Y,OoZTDv,Auh d5G ALINN0rND",1,114223281612,3195,BUILDING,packages sleep slyly around the quickly special packages. final accounts are furiously. bol
901,Customer#000000901,QUyXt94YM6Ou6rDqK,12,222026674372,938,HOUSEHOLD,foxes maintain. theodolites sleep above the regular deposits. slyly bold excuses boost careful
902,Customer#000000902,A1hnMyYPSkXf7QgOPD2H,4,142098835797,5858,AUTOMOBILE,sometimes regular epitaphs. furiously regular gifts against
903,Customer#000000903,"URTiQupkhObWG39,kZ3CfU",7,177067792078,509,FURNITURE,"kly doggedly even instructions. regular, regular accounts along the even, bold packa"
904,Customer#000000904,YdJEbNygDU6DrgWXQY6orasq,5,159409294572,9563,BUILDING,nic dolphins alongside of the slyly final ideas run
905,Customer#000000905,f iyVEgCU2lZZPCebx5bGp5,3,138031562231,0,BUILDING,slyly closely ironic dolphins. blithely ironic asymptotes haggle carefully ironic theodolites. furiously
906,Customer#000000906,1Uavkms1A5z,6,165945696627,0,HOUSEHOLD,accounts. furiously silent ins
907,Customer#000000907,UeVLwnnpccsG1pbQmN7pzD,10,205018167673,5751,HOUSEHOLD,sits haggle quickly above the excuses. slyly ironic packages print furiously. carefully pending reques
908,Customer#000000908,Fa5bchMKUMsaNKOXAiu9pX  ME,12,228146699320,3216,AUTOMOBILE,quickly express packages. blithely fina
909,Customer#000000909,b 2X284A5AGpt8skuYwMvTyK68srMKikPst6X,24,347173509722,5566,MACHINERY,"se carefully around the special, regular requests. ironic theodolites cajole quickly theodolites. regular, ev"
910,Customer#000000910,Qg8TJTCT1mJ9H,9,198994634292,5795,BUILDING,uctions. silent requests after the regular theodolites haggle furiously across the ca
911,Customer#000000911,"VS0fia,lJ RvUf68 l4Unv,Vx",13,231217467339,6365,BUILDING,gular foxes! permanently regular packages wake. quickly regular deposits detect blithely. carefully express
912,Customer#000000912,dQA12NEPQK1A5mvD,14,243484373105,3861,FURNITURE,sits use slyly carefully final dependen
913,Customer#000000913,aohNRUjsMbBNE1Ax,14,245009463315,6935,FURNITURE,y blithely final dugouts. accounts wake accounts. asymptotes above the even
914,Customer#000000914,LErnJFeOuDeMgvVzPKHS,5,159157587313,1231,MACHINERY,"accounts. slyly final attainments boost slyly express, pen"
915,Customer#000000915,"mtGezp1BRzcfPVl,1,G8Wl",0,104523982445,3777,AUTOMOBILE,r ideas. final dependencies haggle fluffily. express ideas behin
916,Customer#000000916,9Zo7nkmzJla4Q4PE5mbw,23,335115878754,131,MACHINERY,sual ideas cajole carefully ironic excuses. final platelets use slyly. quickly special instructions nag. bold escapa
917,Customer#000000917,"KZ TS0omSFmUQkIOmzlXhwQS,OcF3wzz5",1,111009175264,3680,HOUSEHOLD,arefully fluffy pinto beans. enticingly silent requests affix furiously busily regular ide
918,Customer#000000918,WSptkDdGQQyJ6,19,299923186425,0,MACHINERY,s boost furiously slyly final dependencies! fluffily regular sheaves nag fluffily. slyly even courts sleep sl
919,Customer#000000919,cHGtsqVvXRiK,9,195371802200,9775,MACHINERY,lar instructions. blithely final deposits haggle furiously bold pinto bean
920,Customer#000000920,oDBFWKIP6M6OlYRPmqCBkVpVSj6uFa,2,129054643299,991,HOUSEHOLD,". ironic, pending frets haggle carefully. ironic,"
921,Customer#000000921,XYBVDdDifSYrW gUeDPhITqMjpjtbnc,8,187659362316,3651,HOUSEHOLD,g the furiously unusual theodolites are carefully accounts. slyl
922,Customer#000000922,Az9RFaut7NkPnc5zSD2PwHgVwr4jRzq,7,179459169648,3869,BUILDING,luffily fluffy deposits. packages c
923,Customer#000000923,ckBLWkfYtn2VZXWWqUGbDgbP,11,214761425086,7462,HOUSEHOLD,"s. furiously express depths boost. regular requests boost furiously. even, unusual deposits cajole blithely. expre"
924,Customer#000000924,yKEtokQYXiuSSh8ZP5,15,255182329865,4213,BUILDING,ake slyly furiously even deposits. express pinto beans are carefully quic
