CUSTOMER_SK,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,START_DATE,END_DATE,IS_CURRENT,RECORD_SOURCE
1326,794,Customer#000000794,RMY8 LyGnJ67NGc5cxPYiIDSF,23,336334705945,1710.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1327,795,Customer#000000795,droXvSIcNEElsEYS,14,249739906608,8443.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1328,796,Customer#000000796,79bj5Rk3jJj9ked7M,3,135544116773,2584.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1329,797,Customer#000000797,bdGkzA5duas6LZ1ywB96K6Av3x 99q95h,0,109946097082,3063.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1330,798,Customer#000000798,wW2OgnHj6dBz tO9OXFqCLm,4,146704237529,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1331,799,Customer#000000799,LVk8ljWeIYTQQFMKCmxEeRpWQT,12,229096937833,2263.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1332,800,Customer#000000800,"mpI6pkdnWLZsBbQi4,uUC5Y3TcM9vmRIgZelrQ",14,245556302261,9443.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1333,801,Customer#000000801,UQ67hfDJlxgX68hiFPmDuHav12Vx,16,264394958236,5207.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1334,802,Customer#000000802,ZDk4Suvi8gMp2LLAOW6nFA 3u,0,106062365778,1378.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1335,803,Customer#000000803,zm7Xs6RJJJfZ,18,288554299109,6003.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1336,804,Customer#000000804,"u6xYwCLD,Vd4ODt8",24,348617604796,3.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1337,805,Customer#000000805,"wCKx5zcHvwpSffyc9qfi9dvqcm9LT,cLAG",10,207329895653,512.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1338,806,Customer#000000806,FTM62Dujm2BoblKFY w,12,228888832475,6859.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1339,807,Customer#000000807,zKjtrn5FGIs,17,273337795333,1930.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1340,808,Customer#000000808,S2WkSKCGtnbhcFOp6MWcuB3rzFlFemVNrg,19,295313197726,5562.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1341,809,Customer#000000809,eApaa5hW3Mqp11ZuOP,16,267762235427,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1342,810,Customer#000000810,3J1wwVhwzVT7XM1v3Rzx90a8c4,9,199979292765,9633.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1343,811,Customer#000000811,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,15,255757312159,9010.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1344,812,Customer#000000812,"u9uI3BE68quHja6k0,UXRYFgvLHl3jKhn",17,277146182239,3429.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1345,813,Customer#000000813,VBNrCYm67O,9,195851731514,5673.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1346,814,Customer#000000814,KmMC1nd5iOXTRlhzMu13Wtx,15,253422693824,4011.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1347,815,Customer#000000815,TmpTFwt3b0 WQUmljE1LKbg50dtQszn67qEog,12,229416067227,5841.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1348,816,Customer#000000816,k2dnnQZowe,24,344579107430,9239.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1349,817,Customer#000000817,"jDJt0Wfk0,Wcx5HOI5itS XqUJmMpjzJ",0,105663414382,7298.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1350,818,Customer#000000818,CvQvKClYoh9lPjMngrjbCoxqqnp2QFiTe8eF,20,309431415174,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1351,819,Customer#000000819,"cug3zDy qHUaZMQNEtYlWK3R,mGrid4Of",12,224249901743,2152.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1352,820,Customer#000000820,xsYy3Nu7RhNYyBqL8dD0fONh,4,149933685047,0.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1353,821,Customer#000000821,PVdTfF7cfPueJS0MBncE5v4bKfPV64Zg,5,159014602033,2691.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1354,822,Customer#000000822,"ZoRr18ZiDTtkRduo6PO60gNRg,b46zOe QdS8B",13,234108011644,736.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1355,823,Customer#000000823,HuoOuJLxx7S8YDQhexfmIX,0,101094305638,739.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1356,824,Customer#000000824,"qHxq5m g6Ug,SDq7R17",18,284541245859,6840.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1357,825,Customer#000000825,"L8P98o,xq9E78kmuadw,Z7Rwy",10,204928631129,1809.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1358,826,Customer#000000826,f5Y UZoE nR,13,237623287631,8938.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1359,827,Customer#000000827,fmmKD8aBlF9bFndkYf402cHVrUj8FhGZtHeL,14,241963436537,5411.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1360,828,Customer#000000828,"0PkG ELwBIgU4AsNcjDc5Q,9Gj",23,331086804317,7060.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1361,829,Customer#000000829,"4oht3f64ZWA1,ACbBP9DNxjjG1CbIqOCK",8,184047076095,4087.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1362,830,Customer#000000830,4fNmWCmfys1jUI,23,334085486806,7776.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1363,831,Customer#000000831,1DyQwHuUncB7BSnQUiW8ksexb,20,304955915384,3401.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1364,832,Customer#000000832,eNIy9PatAWlh0,19,292648648387,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1365,833,Customer#000000833,"t3qDCo,Yh MZcJFV6PibeY,MUunz",6,166243074875,0.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1366,834,Customer#000000834,"y4mA, TY6DW4gAY",14,246378037812,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1367,835,Customer#000000835,Sjqs42jh111,21,317002426347,2107.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1368,836,Customer#000000836,rayz3tXswDbL4hyIr5SMrEIOTqvmok48e,12,221813136281,9185.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1369,837,Customer#000000837,mMNC8wjT5aC655e3,9,195727308324,2701.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1370,838,Customer#000000838,BxDlz44b56kXjsTpl,5,159191927197,1606.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1371,839,Customer#000000839,Ch8 wZk5UKK45BSq1uZLJL0Z A8UUoms,22,324358257973,2925.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1372,840,Customer#000000840,9wA4l70okCEW3GnYQvlIAXetDgD50l,22,328021561748,6799.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1373,841,Customer#000000841,pSISKRxFIgVasW71fLyaEuODHZQLBfd6E c7jo,9,195566959964,884.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1374,842,Customer#000000842,stRBRwdFCkdN,0,102721261413,8635.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1375,843,Customer#000000843,OEJ7AElvHgEtDpjcrXgLK,14,249795847928,676.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1376,844,Customer#000000844,1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU,11,212854104046,2955.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1377,845,Customer#000000845,fIq5p0GpDtw6FIsPMdbqNYgfSw3gL9ep,13,231258719246,6899.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1378,846,Customer#000000846,EWQcGkx0CU5ZGUNcTV9bBCQ4qnuKsHC,18,287667149136,7651.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1379,847,Customer#000000847,oR9VbMI LkR2GUv4MRmylhb,23,336454473944,4822.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1380,848,Customer#000000848,a nIm5Bk7 RMqMZ6,15,256557147125,5686.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1381,849,Customer#000000849,"kqRGW2JQtTM,a6 DzJMgcU9U",24,347187987751,9671.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1382,850,Customer#000000850,GdhPVh9rkPqSt v17ZuxIlx8c1N8G,22,325462034000,7577.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1383,851,Customer#000000851,H9HRTaOz4yI9elrUUiS,9,196788439850,1144.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1384,852,Customer#000000852,"fR1Cq8d6m,zJwS3FFrOBV7u",5,152529416247,1099.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1385,853,Customer#000000853,U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k,2,128691613468,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1386,854,Customer#000000854,"flSR,SlEXwxrDcm3uedfK1Oiq,c9mZI",0,105449672382,3394.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1387,855,Customer#000000855,i8mS 0Plk2tI8HG1Mnzj8v5RIl5JqmwTSW2Wq,1,113793922701,3550.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1388,856,Customer#000000856,X4U7LH4YtDzephie,15,253363169641,6989.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1389,857,Customer#000000857,TFCCMlSEyrItYvEZy068NhrUxJz,5,158566493113,7537.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1390,858,Customer#000000858,"8qSqHq,Fc378KIPPbTNmaL 0bpAwO",8,185094538977,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1391,859,Customer#000000859,yp6dlWnpbzQboP5Xj8W,17,273791354463,6737.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1392,860,Customer#000000860,t0GtEsh39KvInVMH7CDn0xi,12,228953191388,6837.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1393,861,Customer#000000861,GvlCZ4fJYbHTOTYczE1iH2k6K9edUyNxWZsl6x,14,249397345650,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1394,862,Customer#000000862,"zkaZ,iOp8t9MBK9T,JIPGL5hmBmK,xjkjHEP",2,124794796941,2339.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1395,863,Customer#000000863,oaBBxuQLKPawG1yqOc7cyVhOezCy,3,138013925922,5275.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1396,864,Customer#000000864,"lKcUKtfu0myNF5msATCFVHHXfMg3,cdb",12,228979666672,8933.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1397,865,Customer#000000865,UIv4t5cbA7j1ftOSatj2EKah3p,9,192451531471,3016.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1398,866,Customer#000000866,"u,b0GdP7dZg",20,304362857224,6266.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1399,867,Customer#000000867,KmET9DxfPVs15pIUUWQ,14,245221944543,5680.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1400,868,Customer#000000868,cFG8Fa5h1e uvHJ9pgZAO,22,328504213334,7616.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1401,869,Customer#000000869,"PDGU7BXDNXAo0vmo7QtDm,yCMVcD",2,123793447132,1228.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1402,870,Customer#000000870,6wGPZX1SbXLGtweqx8jK,2,129535325903,1971.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1403,871,Customer#000000871,KcLmBKitbx7NvU7bpu9clIyccxWG,20,309337148982,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1404,872,Customer#000000872,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",17,273571397164,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1405,873,Customer#000000873,XFnr9C2bANXL,6,163753855712,0.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1406,874,Customer#000000874,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,0,108864944217,5392.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1407,875,Customer#000000875,8pQ4YUYox0d,3,131468105423,0.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1408,876,Customer#000000876,"NMzgtdV zCuRIMK0vV,DP9ynDd6Z9X3T",20,303204813076,4368.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1409,877,Customer#000000877,uYO2BKogrHcOcHEgzjlmZAa1QYyR45i8,16,264009127812,1755.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1410,878,Customer#000000878,"hUCH2juGwk4OtThyY8p35Hi0,IfOGA",15,254651809022,8782.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1411,879,Customer#000000879,EJcG18hFrS0SPT0yvl1b,2,128784666505,2235.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1412,880,Customer#000000880,"ogwHmUUFa1QB69pAoYAAoB0rjbdsVpAQ552e5Q,",8,187639908618,0.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1413,881,Customer#000000881,XJ94RTR2oXI omeh,4,141272617876,2142.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1414,882,Customer#000000882,hsKaXwHCLD,2,124378426799,1650.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1415,883,Customer#000000883,qVQ8rWNU5KZYDcS,3,135262396950,480.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1416,884,Customer#000000884,5KyisO0Tv9ZtlJhzyI7vAe88,21,314834896172,1602.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1417,885,Customer#000000885,nNUbC73nPBCKLg0,5,158744714903,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1418,886,Customer#000000886,QOTGbGPJjNPD7IrfAILA1da,12,227716917229,1194.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1419,887,Customer#000000887,CoInl1fmf5MjYn15AdA,1,111366518293,7009.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1420,888,Customer#000000888,3vlJp0W8cniEXV,12,228554551154,6358.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1421,889,Customer#000000889,pLvfd7drswfAcH8oh2seEct,13,236253696714,3635.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1422,890,Customer#000000890,"rvsLCrRX9z,IPaaF9kqwvLLxueobbPiH4pz",4,149387084678,3329.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1423,891,Customer#000000891,"AW0m6YSpe,BNPHvBj",11,214399587518,6032.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1424,892,Customer#000000892,N KwiRAwIk6KL9WJ6vt0G,9,195897841249,4800.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1425,893,Customer#000000893,W6m7LofOZoik72ku,13,238277246816,8251.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1426,894,Customer#000000894,5y7m8Ts4kDf,16,268446791540,4483.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1427,895,Customer#000000895,MDaJr8ekGTS79bS7CH8f1WgWPU,0,109338192037,904.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1428,896,Customer#000000896,Tu1ZBNgiSEL9Ns,0,104255653199,7660.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1429,897,Customer#000000897,nW1X1Hl9uWycuBEu3F3,6,169887764568,1999.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1430,898,Customer#000000898,"JrvrIEzAre,VJzJCi3SEmib1T2,YVXVvOGxaVZwR",3,132657384361,8137.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1431,899,Customer#000000899,Th5XO5ImeCe9nHFQfQMCkNcmf5WHSeYQaR5TJ,2,125945349654,8606.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1432,900,Customer#000000900,"kEhE1Y,OoZTDv,Auh d5G ALINN0rND",1,114223281612,3195.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1433,901,Customer#000000901,QUyXt94YM6Ou6rDqK,12,222026674372,938.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1434,902,Customer#000000902,A1hnMyYPSkXf7QgOPD2H,4,142098835797,5858.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1435,903,Customer#000000903,"URTiQupkhObWG39,kZ3CfU",7,177067792078,509.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1436,904,Customer#000000904,YdJEbNygDU6DrgWXQY6orasq,5,159409294572,9563.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1437,905,Customer#000000905,f iyVEgCU2lZZPCebx5bGp5,3,138031562231,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1438,906,Customer#000000906,1Uavkms1A5z,6,165945696627,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1439,907,Customer#000000907,UeVLwnnpccsG1pbQmN7pzD,10,205018167673,5751.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1440,908,Customer#000000908,Fa5bchMKUMsaNKOXAiu9pX  ME,12,228146699320,3216.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1441,909,Customer#000000909,b 2X284A5AGpt8skuYwMvTyK68srMKikPst6X,24,347173509722,5566.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1442,910,Customer#000000910,Qg8TJTCT1mJ9H,9,198994634292,5795.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1443,911,Customer#000000911,"VS0fia,lJ RvUf68 l4Unv,Vx",13,231217467339,6365.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1444,912,Customer#000000912,dQA12NEPQK1A5mvD,14,243484373105,3861.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1445,913,Customer#000000913,aohNRUjsMbBNE1Ax,14,245009463315,6935.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1446,914,Customer#000000914,LErnJFeOuDeMgvVzPKHS,5,159157587313,1231.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1447,915,Customer#000000915,"mtGezp1BRzcfPVl,1,G8Wl",0,104523982445,3777.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1448,916,Customer#000000916,9Zo7nkmzJla4Q4PE5mbw,23,335115878754,131.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1449,917,Customer#000000917,"KZ TS0omSFmUQkIOmzlXhwQS,OcF3wzz5",1,111009175264,3680.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1450,918,Customer#000000918,WSptkDdGQQyJ6,19,299923186425,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1451,919,Customer#000000919,cHGtsqVvXRiK,9,195371802200,9775.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1452,920,Customer#000000920,oDBFWKIP6M6OlYRPmqCBkVpVSj6uFa,2,129054643299,991.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1453,921,Customer#000000921,XYBVDdDifSYrW gUeDPhITqMjpjtbnc,8,187659362316,3651.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1454,922,Customer#000000922,Az9RFaut7NkPnc5zSD2PwHgVwr4jRzq,7,179459169648,3869.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1455,923,Customer#000000923,ckBLWkfYtn2VZXWWqUGbDgbP,11,214761425086,7462.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1456,924,Customer#000000924,yKEtokQYXiuSSh8ZP5,15,255182329865,4213.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1457,925,Customer#000000925,jn Razhw70hWtHN4iRBWsf1UmrFUPn36Ni562ex,10,207536096699,1939.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1458,926,Customer#000000926,3b8K2YhfbGDJOpSAUrvq82MnkhHBdwL,16,267838031329,275.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1459,927,Customer#000000927,"Uy7xvOwo4Ndha1tSxDKrQ gXUTdS ,YDqwE2YSO",17,273328911391,2418.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1460,928,Customer#000000928,A9 UduEb48ffOe27FxMXF,21,315085096393,8331.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1461,929,Customer#000000929,c dPfaAmmoLjR3m,23,334874591026,4079.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1462,930,Customer#000000930,84jHYR8u2XvhyT,19,295629045451,4787.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1463,931,Customer#000000931,"M,lWVafqdRIO, WnAyLLt",0,103494981720,2410.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1464,932,Customer#000000932,HN9Ap0NsJG7Mb8O,13,233007087927,6553.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
